Imagem,entropy_d1,homogeneity_d1,entropy_d2,homogeneity_d2,entropy_d4,homogeneity_d4,entropy_d8,homogeneity_d8
ROI_00_0.png,852.0983004713137,36.100851453918054,1043.9911510831178,22.878163247474465,1148.3301224103334,16.50700163031339,1179.72612953758,15.445180292218742
ROI_00_1.png,935.043704408121,33.33120392797213,1138.4694175393922,19.18026012733266,1261.8770513429906,15.594584103231941,1309.9000342692464,14.512796143867348
ROI_00_2.png,882.0282572280269,33.65253898196541,1070.2716447488492,19.3729492469348,1172.8783792261142,14.552072183329773,1197.3131378242051,15.06085567892979
ROI_00_3.png,930.4944095697847,35.00474754206367,1132.7211105229185,21.507900164121615,1253.9208252084634,16.571309363546067,1304.2327715692188,15.56227734916784
ROI_00_4.png,857.9737669379571,34.429040366488465,1040.3726428520667,19.96168731102153,1133.009756147312,16.16826722425705,1171.9806150949883,14.1656888366028
ROI_00_5.png,877.980654541059,37.20150043910735,1052.6330700512815,21.012594639466897,1142.6248324490246,15.772634608441917,1175.2570890989177,17.140955505687288
ROI_00_6.png,780.7073980236962,37.62497522026396,936.0212996383333,21.218051663296812,1013.1564384108784,19.65158186262692,1041.1051229742955,17.60456595922925
ROI_00_7.png,757.8620551430134,42.56389688238468,912.0663915026605,26.42474655052104,990.2820563051583,21.00855261725043,1019.9665945113277,22.046952826071262
ROI_00_8.png,823.6312245055943,38.52228281826616,991.4281268859888,23.81588440763817,1058.88732380778,18.361197933322362,1105.85424482927,20.06051973636689
ROI_00_9.png,778.8587098622068,41.14308974041296,940.747045962941,25.791260555868813,1008.8216262023584,19.677018584949806,1036.7000906128164,20.582658195769582
ROI_01_0.png,745.6224158569846,35.03913671371174,892.1830294655059,23.57370601897464,959.0522712376081,20.39000898892701,958.9247488975734,19.076940131998256
ROI_01_1.png,812.1535720252668,33.419657303315645,967.4375946642392,22.342447499047445,1065.7121362119717,18.70694779201161,1093.0494169127176,17.662799194559994
ROI_01_2.png,662.6926954740554,38.33178130277142,797.9996740911563,29.52920332483069,865.2105770791463,22.689063219029343,884.3693533787656,21.595103105225434
ROI_01_3.png,729.4482638731027,34.41866362513606,863.8182011440024,24.501550600005725,923.261263364442,20.855821886638772,939.2936263628455,20.710780184461527
ROI_01_4.png,811.4769216535511,32.75724818615711,952.762371380701,22.34151791708287,1024.4128556203232,17.364187897595052,1033.5791250812053,17.714252689027994
ROI_01_5.png,713.811230172784,34.446781027193836,852.3537226066364,22.748422762764463,910.7527972592565,20.251457582376993,900.3442063027223,22.214921531227102
ROI_01_6.png,717.6292465085163,39.3004396864608,854.1372429721598,24.901338841689288,908.8146741745065,21.273345759942906,923.1390459175857,21.6602118467364
ROI_01_7.png,660.7024336536181,39.00735500931564,772.4812365801378,27.63495308309104,821.4734705772753,26.222267083787393,834.8492204597217,22.80666231845788
ROI_01_8.png,775.7888701230818,38.245501898447955,943.1404881363412,24.604674974456334,1014.3407022630697,19.64658824365418,1028.6028617253414,20.426265301929508
ROI_01_9.png,650.598632738616,42.530554222302456,791.859342907834,26.277442948699864,859.8805401366479,23.910327895673152,901.1687645062891,20.08550468599
ROI_02_0.png,746.5506357178083,39.007206697624866,909.2148507370711,24.96883587013066,975.0394614714951,22.4009831862519,974.4470578872011,21.060951205826584
ROI_02_1.png,646.5909758917563,42.18748421343656,769.9292577729084,27.7537955557613,821.8235866030176,24.568558629749838,846.2785930073735,25.217923690300683
ROI_02_2.png,783.153487167812,38.92279162511848,939.8675725752296,24.60246509474821,1006.1399276919152,20.788591792610447,1013.8274326301377,23.07563651908538
ROI_02_3.png,811.5719557540388,36.2140478711152,978.317102159745,24.044272025621915,1057.7389147645868,19.771399417069,1067.876587968789,19.46832670472958
ROI_02_4.png,842.5010657296216,36.72215549770652,994.5445442816338,22.42427052104785,1085.678775845684,19.830794928507714,1106.4613721507837,17.49783646062971
ROI_02_5.png,756.7631780695598,35.74406050766003,913.7272843739092,25.299973962070588,998.9814250352645,20.356120393554498,1015.3447926474906,20.07524097175673
ROI_02_6.png,770.8438990560645,35.68540062195645,911.6646017849602,25.246301675641632,973.8591104588944,21.79173682578712,979.0392467113275,21.259922241361355
ROI_02_7.png,510.44069597051157,46.91041429578921,647.3222481046623,33.195857256205656,706.296811365251,26.080982480897447,715.5417742743875,25.165654366245136
ROI_02_8.png,807.9317991551588,37.153262791996326,984.4473279082753,23.55090672441665,1111.606154434152,19.383895408099626,1181.7726508182782,16.783177668975696
ROI_02_9.png,565.3099183633188,45.048833137667664,701.3358059132136,28.89705271626344,752.878586323991,24.404163482936355,755.2911026515962,26.528513622626264
ROI_03_0.png,810.0275533401959,37.661438903490506,968.7519937003378,23.489558234635727,1071.5703039661116,19.527122493146063,1119.6305348196618,20.30585509793618
ROI_03_1.png,846.4323396411799,32.3976247190257,990.5840898115407,22.954509793687205,1072.8203123856667,21.895355255062775,1107.7134243778514,20.568263727677433
ROI_03_2.png,813.6972021222208,35.859773314767516,978.3825850749934,23.198099237365447,1069.3609199261575,18.793517803108706,1079.6000030044659,17.891962913390913
ROI_03_3.png,828.2252640073516,37.66728931072537,991.5653274625234,23.66592168865629,1076.1878436147365,19.406807705708857,1117.6399128364937,18.65854772828009
ROI_03_4.png,871.8340191212884,38.29502835028187,1052.0506911978964,24.365401511328287,1160.580345872845,18.542113610557685,1185.1467260907605,17.212741273695976
ROI_03_5.png,881.195602205407,37.036924957621665,1066.7963887871172,21.20017713123265,1173.7723545036613,15.949388583130858,1217.7505134179064,15.47440976139072
ROI_03_6.png,632.7164120582098,38.895886154850906,779.4586767334532,28.59572492287805,861.9931249272763,24.128619024701273,875.2458261770873,23.328736493590867
ROI_03_7.png,849.6641002459803,37.01169489114049,1024.4019929408137,26.185922433160115,1143.428986525782,20.17268839107824,1156.4720146207865,19.54541402840544
ROI_03_8.png,856.9981672522061,35.17319780878459,1044.1183466614277,23.65148597469907,1140.4096931577312,19.29785530630457,1160.5344254728946,17.476212587520912
ROI_03_9.png,779.6309142547965,38.330573505057814,941.7861566411915,25.610208687140513,1035.6103366584528,22.46510177956838,1070.4827866942085,19.395721711391953
ROI_04_0.png,796.0251321505585,36.80738730998529,938.4220170912783,23.833178114769048,1016.139258654013,20.641621026986922,1063.3409620117081,19.636338781507664
ROI_04_1.png,764.2519396722232,36.346547598976,909.0503726130944,23.036394969173234,967.223030195614,20.74389248671897,989.0100607622951,21.73199885589645
ROI_04_2.png,709.5228603442201,40.06538201049695,853.8274270067528,27.55287622131281,907.0806728105144,22.320572338175953,938.7598613089917,22.773776685365718
ROI_04_3.png,906.1917077774873,30.633092089689065,1077.5277379890106,20.215860732717765,1175.7620706797259,17.29946409748597,1221.2218144701621,15.81722884775047
ROI_04_4.png,848.5343810481312,35.24605205395777,1008.3779882988963,23.786220781789652,1096.4645419253277,20.64588578258101,1131.8656764549323,18.68270659656416
ROI_04_5.png,781.8349751756926,34.78943420962081,936.0337126241571,24.4091252721097,997.3806948773413,20.126986546456187,1012.1104335660137,20.44065614598432
ROI_04_6.png,831.0923449038735,34.046449670236505,989.5658529197792,22.6500748093427,1072.2493526859348,19.111426238133756,1109.5822375749744,18.02409862870185
ROI_04_7.png,802.4438301542847,36.211311140164305,940.7053280149248,22.809614786784863,1004.3275527229357,20.943268408380764,1015.7494097592793,18.55464300405948
ROI_04_8.png,822.6543227681823,36.89372620730073,993.9962130831852,26.240425898366745,1102.5447859805365,18.726215671960283,1130.7867347411266,17.244252630335893
ROI_04_9.png,846.144599063744,36.353909626283695,1020.601516776968,23.587929473030847,1109.604133377832,17.174935763920047,1138.6683689467252,16.811736891255638
ROI_05_0.png,483.9799776610855,46.960718380543454,590.2280582353025,34.573839121391956,636.8887411309047,29.416720218379425,633.1841135324435,29.879351477234344
ROI_05_1.png,574.2116771167033,47.6829222633372,693.0178393170339,29.965202721115368,735.4928100045754,25.683452043891492,743.1768447696569,28.571711295900123
ROI_05_2.png,465.72797324015494,49.36511624172701,569.1181158670518,34.27626203073217,604.2447719821421,30.291773377457776,618.905276180064,29.7856910922004
