Imagem,entropy_d1,homogeneity_d1,entropy_d2,homogeneity_d2,entropy_d4,homogeneity_d4,entropy_d8,homogeneity_d8
ROI_00_0.png,3305.534422004332,36.100851453918054,3328.0962425763087,22.878163247474465,3293.846307230414,16.50700163031339,3189.188014485128,15.445180292218742
ROI_00_1.png,3340.9802418182126,33.33120392797213,3350.622657978333,19.18026012733266,3306.1035240055216,15.594584103231941,3206.3976197279717,14.512796143867348
ROI_00_2.png,3328.2145575518207,33.65253898196541,3334.196002282157,19.3729492469348,3294.607648832311,14.552072183329773,3194.2201719988584,15.06085567892979
ROI_00_3.png,3340.983656606296,35.00474754206367,3345.474840220106,21.507900164121615,3310.6357715517893,16.571309363546067,3200.7801698419967,15.56227734916784
ROI_00_4.png,3327.981612125926,34.429040366488465,3334.8583043696494,19.96168731102153,3294.932917808317,16.16826722425705,3193.58076769607,14.1656888366028
ROI_00_5.png,3319.5914713761304,37.20150043910735,3333.7454817847156,21.012594639466897,3290.8730262949744,15.772634608441917,3196.086670991763,17.140955505687288
ROI_00_6.png,3289.39197906245,37.62497522026396,3304.362643288174,21.218051663296812,3263.763734831365,19.65158186262692,3174.7045079053355,17.60456595922925
ROI_00_7.png,3279.239756451847,42.56389688238468,3285.478849992661,26.42474655052104,3256.7476811236934,21.00855261725043,3158.012039044105,22.046952826071262
ROI_00_8.png,3299.668251510437,38.52228281826616,3313.891072991742,23.81588440763817,3276.937713676383,18.361197933322362,3178.683839757226,20.06051973636689
ROI_00_9.png,3285.194628714633,41.14308974041296,3305.645058023631,25.791260555868813,3267.128625474767,19.677018584949806,3172.8582406673613,20.582658195769582
ROI_01_0.png,3290.66431242515,35.03913671371174,3302.9227146796275,23.57370601897464,3261.0384237984595,20.39000898892701,3159.3515207941955,19.076940131998256
ROI_01_1.png,3312.948112009603,33.419657303315645,3314.3914622447774,22.342447499047445,3281.593188128298,18.70694779201161,3178.300335365298,17.662799194559994
ROI_01_2.png,3258.3892596044916,38.33178130277142,3264.0388438849673,29.52920332483069,3236.287286600517,22.689063219029343,3144.326751660235,21.595103105225434
ROI_01_3.png,3266.055679549587,34.41866362513606,3290.7994560994593,24.501550600005725,3249.077362700183,20.855821886638772,3160.426095281807,20.710780184461527
ROI_01_4.png,3293.3086987565857,32.75724818615711,3307.4656595410383,22.34151791708287,3263.152630388999,17.364187897595052,3167.8912524122757,17.714252689027994
ROI_01_5.png,3259.828962533307,34.446781027193836,3277.867029201278,22.748422762764463,3244.9806707804782,20.251457582376993,3143.103061324286,22.214921531227102
ROI_01_6.png,3272.6716084612835,39.3004396864608,3286.796009658237,24.901338841689288,3245.7666353481545,21.273345759942906,3152.0434309947404,21.6602118467364
ROI_01_7.png,3258.5665601561745,39.00735500931564,3268.733357048513,27.63495308309104,3232.370034552231,26.222267083787393,3137.6849696966933,22.80666231845788
ROI_01_8.png,3291.476293876626,38.245501898447955,3298.91441744283,24.604674974456334,3266.4640380231795,19.64658824365418,3164.0930088677305,20.426265301929508
ROI_01_9.png,3244.135828946949,42.530554222302456,3266.8075612908565,26.277442948699864,3231.8399098869368,23.910327895673152,3148.1052286390573,20.08550468599
ROI_02_0.png,3283.5463220415763,39.007206697624866,3291.7184524872578,24.96883587013066,3257.813259466707,22.4009831862519,3157.4870468779923,21.060951205826584
ROI_02_1.png,3250.9000426299044,42.18748421343656,3259.6360618880617,27.7537955557613,3226.2137599869775,24.568558629749838,3134.6664190393753,25.217923690300683
ROI_02_2.png,3284.603267995484,38.92279162511848,3294.5052191487634,24.60246509474821,3255.3046404486186,20.788591792610447,3157.8229051684166,23.07563651908538
ROI_02_3.png,3311.4605175518486,36.2140478711152,3319.3596945368995,24.044272025621915,3284.569898676403,19.771399417069,3181.898708088721,19.46832670472958
